time_s,ALLIE_mJ,ALLKE_mJ,ALLAE_mJ,ALLSE_mJ,ALLPD_mJ,ALLDMD_mJ,ALLWK_mJ,ALLVD_mJ,ETOTAL_mJ
1.28705693e-07,3.76897908e-08,0.00873763021,1.49798378e-08,2.2709953e-08,0,0,2.08062079e-06,5.32531408e-10,0.00873762928
1.2960605e-07,3.95081159e-08,0.00873763021,1.47960444e-08,2.47120742e-08,0,0,2.11040538e-06,5.47948409e-10,0.00873762928
1.30506351e-07,4.41383463e-08,0.00873763021,1.54759476e-08,2.86624005e-08,0,0,2.14521538e-06,5.64909786e-10,0.00873762928
1.31400427e-07,4.82044804e-08,0.00873763021,1.63384328e-08,3.18660476e-08,0,0,2.18089826e-06,5.80752169e-10,0.00873762928
1.32301466e-07,4.96889783e-08,0.00873763021,1.69238863e-08,3.27650937e-08,0,0,2.2160084e-06,5.94415406e-10,0.00873762928
1.3320296e-07,4.95194428e-08,0.00873763021,1.76289312e-08,3.18905116e-08,0,0,2.24824544e-06,6.06785067e-10,0.00873762928
1.34104425e-07,4.84574265e-08,0.00873763021,1.86022024e-08,2.98552258e-08,0,0,2.27712894e-06,6.18713691e-10,0.00873762928
1.35005735e-07,4.66883421e-08,0.00873763021,1.97428616e-08,2.69454805e-08,0,0,2.30257501e-06,6.30775321e-10,0.00873762928
1.35900407e-07,4.4431399e-08,0.00873763021,2.03552197e-08,2.40761793e-08,0,0,2.32470711e-06,6.4260014e-10,0.00873762928
1.36801418e-07,4.27968097e-08,0.00873763021,2.03381383e-08,2.24586696e-08,0,0,2.34697222e-06,6.56641241e-10,0.00873762928
1.37702159e-07,4.25964473e-08,0.00873763021,1.88812663e-08,2.37151827e-08,0,0,2.37430299e-06,6.75094702e-10,0.00873762928
1.38602971e-07,4.35294716e-08,0.00873763021,1.78166673e-08,2.57128043e-08,0,0,2.40360441e-06,6.93792357e-10,0.00873762928
1.39503939e-07,4.50486581e-08,0.00873763021,1.7314072e-08,2.77345862e-08,0,0,2.43478644e-06,7.12491843e-10,0.00873762928
1.4040485e-07,5.06188478e-08,0.00873763021,1.8230601e-08,3.23882468e-08,0,0,2.47223829e-06,7.33270555e-10,0.00873762928
1.41305946e-07,5.559043e-08,0.00873763021,1.92551912e-08,3.6335237e-08,0,0,2.51092229e-06,7.53156648e-10,0.00873762928
1.42200719e-07,5.77763828e-08,0.00873763114,1.99556993e-08,3.78206835e-08,0,0,2.54865085e-06,7.71035735e-10,0.00873762928
1.4310227e-07,5.7738692e-08,0.00873763021,2.07876791e-08,3.69510147e-08,0,0,2.58355499e-06,7.87267695e-10,0.00873762928
1.44003636e-07,5.65936062e-08,0.00873763021,2.18741771e-08,3.47194309e-08,0,0,2.61473042e-06,8.02769073e-10,0.00873762928
1.44904874e-07,5.47228147e-08,0.00873763021,2.31342661e-08,3.15885522e-08,0,0,2.64207438e-06,8.1812801e-10,0.00873762928
1.45805998e-07,5.20400611e-08,0.00873763021,2.39557352e-08,2.80843278e-08,0,0,2.66597999e-06,8.33277947e-10,0.00873762928
1.46700415e-07,5.02606561e-08,0.00873763114,2.43943798e-08,2.58662745e-08,0,0,2.68876238e-06,8.50131077e-10,0.00873762928
1.47601e-07,4.97389827e-08,0.00873763114,2.25988028e-08,2.71401799e-08,0,0,2.71787781e-06,8.73031591e-10,0.00873762928
1.48501641e-07,5.07494491e-08,0.00873763021,2.13343725e-08,2.94150766e-08,0,0,2.74909189e-06,8.96148544e-10,0.00873762928
1.49402453e-07,5.27909272e-08,0.00873763021,2.06765112e-08,3.21144142e-08,0,0,2.78223911e-06,9.19422205e-10,0.00873762928
1.50303222e-07,5.82235309e-08,0.00873763021,2.14882316e-08,3.6735301e-08,0,0,2.8219913e-06,9.43900624e-10,0.00873762928
1.51204148e-07,6.39128785e-08,0.00873763114,2.25413821e-08,4.13715e-08,0,0,2.86342947e-06,9.66959623e-10,0.00873762928
1.52105329e-07,6.66630413e-08,0.00873763114,2.3388985e-08,4.32740563e-08,0,0,2.90420303e-06,9.87711246e-10,0.00873762928
1.53000272e-07,6.65571562e-08,0.00873763114,2.42386058e-08,4.23185504e-08,0,0,2.94139204e-06,1.00624642e-09,0.00873762928
1.53902022e-07,6.53617676e-08,0.00873763021,2.54858517e-08,3.98759177e-08,0,0,2.97474207e-06,1.02362241e-09,0.00873762928
1.54804027e-07,6.33115818e-08,0.00873763021,2.683554e-08,3.64760382e-08,0,0,3.0038625e-06,1.04100706e-09,0.00873762928
1.55706189e-07,6.02124359e-08,0.00873763021,2.78206329e-08,3.2391803e-08,0,0,3.02916237e-06,1.05865483e-09,0.00873762928
1.56601871e-07,5.80327466e-08,0.00873763114,2.84664896e-08,2.95662588e-08,0,0,3.05223921e-06,1.07689391e-09,0.00873762928
1.57504459e-07,5.70663552e-08,0.00873763114,2.6653618e-08,3.0412739e-08,0,0,3.08292647e-06,1.10285692e-09,0.00873762928
1.58400695e-07,5.79765285e-08,0.00873763114,2.49929766e-08,3.29835501e-08,0,0,3.1155414e-06,1.12919474e-09,0.00873762928
1.59303653e-07,5.9739321e-08,0.00873763021,2.42083615e-08,3.5530956e-08,0,0,3.15040643e-06,1.15575516e-09,0.00873762928
1.60200145e-07,6.55867822e-08,0.00873763021,2.50048373e-08,4.05819485e-08,0,0,3.19175638e-06,1.18543586e-09,0.00873762928
1.61102705e-07,7.21178708e-08,0.00873763114,2.6127422e-08,4.5990447e-08,0,0,3.23602717e-06,1.21420585e-09,0.00873762928
1.62004469e-07,7.65311512e-08,0.00873763114,2.74125558e-08,4.91185972e-08,0,0,3.27976613e-06,1.24090593e-09,0.00873762928
1.62905579e-07,7.6379294e-08,0.00873763114,2.82822032e-08,4.80970925e-08,0,0,3.32003583e-06,1.2646002e-09,0.00873762928
1.63806178e-07,7.52702363e-08,0.00873763114,2.96566789e-08,4.56135574e-08,0,0,3.35581922e-06,1.28611244e-09,0.00873762928
